IdBibliografia,Autore,Titolo,ISBN,new_authors,new_identifier
1069,,I rubricari degli statuti comunali di Reggio Emilia (secoli XIII-XVI),,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1070,,Il castello di Rossena,,['Fernando Fabbi'],"[{'type': 'OTHER', 'identifier': 'OCLC:69188380'}]"
1071,,"Il castello di Sarzano, la sua storia nei documenti e nelle immagini",,,"[{'type': 'OTHER', 'identifier': 'OCLC:955359933'}]"
1072,,"Insediamento storico e beni culturali, alta pianura e collina reggiana?",,,"[{'type': 'OTHER', 'identifier': 'LCCN:89178198'}]"
1073,,"Insediamento storico e beni culturali, bassa pianura reggiana",,,"[{'type': 'OTHER', 'identifier': 'LCCN:89178198'}]"
1074,,"Insediamento storico e beni culturali, pianura reggiana",,,"[{'type': 'OTHER', 'identifier': 'OCLC:963049099'}]"
1075,,"Insediamento storico e beni culturali, Appennino Reggiano?",,,"[{'type': 'OTHER', 'identifier': 'OCLC:159825290'}]"
1076,,"Insediamento storico e beni culturali, comune di Reggio Emilia",,"['Amministrazione Comunale di Reggio Emilia, Istituto per i Beni Culturali della Regione Emilia-Romagna']","[{'type': 'OTHER', 'identifier': 'OCLC:1277169543'}]"
1077,,La provincia di Reggio in cartolina. Mezzo secolo di immagini,,['Gino Badini'],"[{'type': 'OTHER', 'identifier': 'OCLC:963529335'}]"
1078,,Percorsi di architettura tra Cinquecento e Seicento: itinerari a Reggio Emilia e provincia,888103042x,,"[{'type': 'OTHER', 'identifier': 'UOM:39015047594208'}]"
1079,,"Reggio Emilia e provincia: i centri della pianura, il Po, le rocche dell'Appennino",8836515851,,"[{'type': 'ISBN_10', 'identifier': '8836515851'}, {'type': 'ISBN_13', 'identifier': '9788836515851'}]"
1080,,Reggio in cartolina: cronaca e immagini 1862-1913,,"['Andrea Petrioli', 'Fabrizio Petrioli']","[{'type': 'OTHER', 'identifier': 'UOM:39015042159593'}]"
1081,,"Rocca dei Boiardo, restauro conservativo e recupero funzionale",,"[""Nicolò dell' Abate"", 'Angelo Mazza']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105115328580'}]"
1082,Aceto T.,L'apparato difensivo di Canossa,,['Donizone (di Canossa)'],"[{'type': 'ISBN_10', 'identifier': '8816408235'}, {'type': 'ISBN_13', 'identifier': '9788816408234'}]"
1083,Affò I.,Istoria della città e ducato di Guastalla. II,,['Ireneo Affò'],"[{'type': 'OTHER', 'identifier': 'UCLA:L0063868053'}]"
1084,Affò I.,Istoria della città e ducato di Guastalla. III,,['Ireneo Affò'],"[{'type': 'OTHER', 'identifier': 'HARVARD:HNKZ3L'}]"
1085,Affò I.,Istoria della città e ducato di Guastalla. I,,['Ireneo Affò'],"[{'type': 'OTHER', 'identifier': 'UCLA:L0063868053'}]"
1086,Affò I.,Storia della città di Parma. I,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'UCLA:L0070630033'}]"
1087,Affò I.,Storia della città di Parma. IV,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'HARVARD:HNPVIC'}]"
1088,Balletti A.,Le mura di Reggio Emilia,,['Gino Badini'],"[{'type': 'OTHER', 'identifier': 'OCLC:887001671'}]"
1089,Badini G.,Gli statuti di Carpineti,,['Carpineti'],"[{'type': 'OTHER', 'identifier': 'OCLC:963058903'}]"
1090,Balletti A.,Storia di Reggio nell'Emilia,,['Andrea Balletti'],"[{'type': 'OTHER', 'identifier': 'OCLC:215446881'}]"
1091,Balletti A.,Le Quattro Castella,,['Andrea Balletti'],"[{'type': 'ISBN_10', 'identifier': '8827111263'}, {'type': 'ISBN_13', 'identifier': '9788827111260'}]"
1092,"Baricchi, Cervi, Fabbrici ?",I borghi dell'Appennino Reggiano. II,,['Federico Zoni'],"[{'type': 'ISBN_13', 'identifier': '9788878149519'}, {'type': 'ISBN_10', 'identifier': '8878149519'}]"
1093,"Baricchi, Cervi, Fabbrici ?",I borghi dell'Appennino Reggiano. I,,,"[{'type': 'OTHER', 'identifier': 'OCLC:948261263'}]"
1094,Bernabei M.,Cronistoria di 25 anni di lavoro. Fasi di restauro del castello dal 1977 al 2002,,"['Daniela Esposito', 'Marco Fabbri', 'Francesco Giovanetti', 'Maura Medri', 'Elisabetta Pallottino', 'Paola Porretta', 'Riccardo Santangeli Valenzano', 'Rita Volpe', 'Michele Zampilli']","[{'type': 'ISBN_13', 'identifier': '9788894885392'}, {'type': 'ISBN_10', 'identifier': '8894885399'}]"
1095,Bertolani del Rio M.,I castelli reggiani,,['Maria Bertolani del Rio'],"[{'type': 'OTHER', 'identifier': 'OCLC:163782269'}]"
1096,Bottazzi L.,Storia di Bibbiano. Dalle origini all'unità d'Italia,,['Loris Bottazzi'],"[{'type': 'OTHER', 'identifier': 'OCLC:955484228'}]"
1097,"Bronzoni L., Lippolis E.","Lo sviluppo di Montecchio, la frequentazione del sepolcreto e la costruzione del castello",,['Sauro Gelichi'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105021872515'}]"
1098,Cagni Di Stefano M. T.,"Frascaro e Virola, una comunità contadina",,['Franco Quartieri'],"[{'type': 'OTHER', 'identifier': 'UOM:39015054288629'}]"
1099,Campanini A.,Il villaggio scomparso. Rivalta di Reggio nei secoli IX-XIV,,['Antonella Campanini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015058851026'}]"
1100,Campanini A.,Reggio Emilia e territorio,,,"[{'type': 'ISBN_10', 'identifier': '8836515851'}, {'type': 'ISBN_13', 'identifier': '9788836515851'}]"
1101,Capacchi G.,Il castello del Gaso e il Ponte della Mora,,,"[{'type': 'OTHER', 'identifier': 'IBNR:CR300067188'}]"
1102,Cavatorti V.,Regesto di documenti su Montecchio e il suo castello,,['Accademia di Agricoltura Scienze e Lettere di Verona'],
1103,Cervi G.,Geografia dell'insediamento e beni culturali nel territorio bibbianese,,['Cassianus (Bassus)'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10170806'}]"
1104,Confortini L.,Il castello in epoca estense,,['Carla Di Francesco'],"[{'type': 'OTHER', 'identifier': 'UVA:X004698589'}]"
1105,Costa M. C.,"Restauri al castello di Carpineti: conoscenza, indagini, rinvenimenti",,['Arturo Calzona'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105121493162'}]"
1106,"Crovi R., Giovanelli G.,Milani","Cola, la sua storia, la sua gente",,['Raffaele Crovi'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105021870972'}]"
1107,Davoli R.,Cavriago,,"['Italia : Ministero di agricoltura, industria e commercio : Divisione industria, commercio e credito']","[{'type': 'OTHER', 'identifier': 'IBNR:CR300100885'}]"
1108,Davolio Marani B.,La storia di Fabbrico,,"['Marco Mietto', 'Maria Grazia Ruggerini']","[{'type': 'OTHER', 'identifier': 'UVA:X002116050'}]"
1109,Donizone ?,Vita Mathildis,,['Donizone (di Canossa)'],"[{'type': 'ISBN_10', 'identifier': '8816408235'}, {'type': 'ISBN_13', 'identifier': '9788816408234'}]"
1110,Fabbi F.,Il castello di Rossena e la torre di Rossenella,,['Fernando Fabbi'],"[{'type': 'OTHER', 'identifier': 'OCLC:69188380'}]"
1111,Fabbi F.,"Quattro Castella, storia e leggenda",,['Fernando Fabbi'],"[{'type': 'OTHER', 'identifier': 'OCLC:878911229'}]"
1112,Fabbrici G.,"Fabbrico, Pagine di una storia",,['Gianfranco Perri'],"[{'type': 'ISBN_13', 'identifier': '9780359473939'}, {'type': 'ISBN_10', 'identifier': '0359473938'}]"
1113,"Farri S., Spaggiari A.",I castelli reggiani,,['Maria Bertolani del Rio'],"[{'type': 'OTHER', 'identifier': 'OCLC:163782269'}]"
1114,"Ferrari A., Rubbi P. E.",I borghi più belli dell'Emilia e della Romagna,,"['Remo Carulli', 'Adriana Malandrino', 'Pierpaolo Pasini', 'Cinzia Rando']","[{'type': 'ISBN_13', 'identifier': '9788859289746'}, {'type': 'ISBN_10', 'identifier': '8859289742'}]"
1115,Finzi R.,Correggio nella storia e nei suoi figli,,['Riccardo Finzi'],"[{'type': 'OTHER', 'identifier': 'LCCN:70420040'}]"
1116,Manenti Valli F.,Architettura di castelli nell'Appennino Reggiano,,['Franca Manenti Valli'],"[{'type': 'OTHER', 'identifier': 'OCLC:21394493'}]"
1117,Fumagalli V.,Le origini di una grande dinastia feudale Adalberto-Atto di Canossa,,['Vito Fumagalli'],"[{'type': 'OTHER', 'identifier': 'UCAL:$B469074'}]"
1118,Gabbi S.,"Poviglio, storia e cronaca",,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'ZBZH:ZBZ-00044997'}]"
1119,Gabbi S.,"Poviglio, un nome e una presenza nella storia",,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'UCLA:L0070630025'}]"
1120,Gamberini A.,La città assediata,,['Clarice Lispector'],"[{'type': 'ISBN_13', 'identifier': '9788845987427'}, {'type': 'ISBN_10', 'identifier': '8845987426'}]"
1121,Gatta F. S.,Liber Grossus 2 Antiquus Comunis Regii. Liber Pax Constantiae. II,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1122,Gatta F. S.,Liber Grossus 3 Antiquus Comunis Regii. Liber Pax Constantiae. III,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1123,Gatta F. S.,Liber Grossus 4 Antiquus Comunis Regii. Liber Pax Constantiae. IV,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1124,Gatta F. S.,Liber Grossus 5 Antiquus Comunis Regii. Liber Pax Constantiae. V,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1125,Gatta F. S.,Liber Grossus 6 Antiquus Comunis Regii. Liber Pax Constantiae. VI,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1126,"Giovanelli G., Lelli P.",Castelnovo ne' Monti: la fiera di San Michele,,"['Giuseppe Giovanelli', 'Paolo Ielli']","[{'type': 'OTHER', 'identifier': 'OCLC:799901409'}]"
1127,Iori C.,"Rocche, torri, castelli nel Reggiano",,['Cesare Iori'],"[{'type': 'OTHER', 'identifier': 'OCLC:878887360'}]"
1128,Iotti M.,Il comune di San Polo d'Enza in età napoleonica,,['Valentina Dal Cin'],"[{'type': 'ISBN_10', 'identifier': '8869693147'}, {'type': 'ISBN_13', 'identifier': '9788869693144'}]"
1129,"Laghi G., Cavandoli R.",Storia di Luzzara,,"['Guido Laghi', 'Rolando Cavandoli']","[{'type': 'OTHER', 'identifier': 'OCLC:800892812'}]"
1130,"Lippolis E., Chiesi I.",La ricerca archeologica,,"['Rossella Zaccagnini', 'Luca Mercuri']","[{'type': 'ISBN_13', 'identifier': '9788849278880'}, {'type': 'ISBN_10', 'identifier': '8849278888'}]"
1131,Manenti Valli F.,La struttura difensiva,,['Umberto Genovese'],"[{'type': 'ISBN_13', 'identifier': '9788838783333'}, {'type': 'ISBN_10', 'identifier': '8838783330'}]"
1132,Mantovani G.,Storia di Rolo,,['Gabriele Mantovani'],"[{'type': 'OTHER', 'identifier': 'OCLC:6854348'}]"
1133,Margini A.,"Casalgrande, memorie storiche, civili ed ecclesiatiche",,"['Sandro Spreafico', 'Emanuele Guaraldi']","[{'type': 'ISBN_10', 'identifier': '8846477987'}, {'type': 'ISBN_13', 'identifier': '9788846477989'}]"
1134,Martinelli R.,"Toano, un colle chiamato castello",,['Arturo Calzona'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105121493162'}]"
1135,Merli R.,Storia di Baiso,,['Girolamo Tiraboschi'],"[{'type': 'OTHER', 'identifier': 'IND:30000109014468'}]"
1136,Milani F.,"Giandeto, vicende civili e religiose",,['Francesco Milani'],"[{'type': 'OTHER', 'identifier': 'OCLC:39558097'}]"
1137,Milani F.,"Repertorio in regesto delle ""scritture"" conservate nell'Archivio Capitolare del Duomo di Reggio E.",,"['Laura Artioli', 'Corrado Corradini', 'Clementina Santi']","[{'type': 'ISBN_13', 'identifier': '9788883349799'}, {'type': 'ISBN_10', 'identifier': '8883349792'}]"
1138,Milani F.,Vezzano e le sue frazioni nel solco della storia,,['Francesco Milani'],"[{'type': 'OTHER', 'identifier': 'LCCN:73345158'}]"
1139,Milani F.,Minozzo negli sviluppi storici della pieve e podesteria,,,"[{'type': 'OTHER', 'identifier': 'OCLC:935299177'}]"
1140,"Miselli L. , Palazzi G. P.","Dinazzano, notizie storiche",,"['Luciano Miselli', 'Giovanni Pio Palazzi']","[{'type': 'OTHER', 'identifier': 'OCLC:165310414'}]"
1141,Montruccoli A.,La vita civile di Paullo,,['Cornelius Tacitus'],"[{'type': 'OTHER', 'identifier': 'UOM:39015023473179'}]"
1142,Mori A.,Il Castellazzo di Campagnola,,['Luigi Insinna'],"[{'type': 'ISBN_10', 'identifier': '8899459657'}, {'type': 'ISBN_13', 'identifier': '9788899459659'}]"
1143,Morini C.,I ritrovamenti nel castello di Montecchio,,"['Marisa Rigoni', 'Annachiara Bruttomesso']","[{'type': 'ISBN_13', 'identifier': '9788878143289'}, {'type': 'ISBN_10', 'identifier': '8878143286'}]"
1144,Mussini M.,I secoli del medioevo,,['Giuseppe Staffa'],"[{'type': 'ISBN_13', 'identifier': '9788822726841'}, {'type': 'ISBN_10', 'identifier': '8822726847'}]"
1145,Nironi V.,Lineamenti urbanistici della città di Reggio Emilia agli inizi del sec. XIV,,"['Marinella Pigozzi', 'Gino Badini']","[{'type': 'OTHER', 'identifier': 'UOM:39015024767538'}]"
1146,Nobili A.,"La montagna Reggiana: personaggi, toponimi, tradizioni, immagini",,"['AA.VV.', 'Agazit Abate', 'Sulaiman Addonia', 'Ken Bugul', 'NoViolet Bulawayo', 'Efemia Chela', 'Pierre-Christophe Gam', 'Stanley Gazemba', 'Lelissa Girma', 'Achille Mbembe', 'Nadifa Mohamed', 'Rémi Ngamije', 'Chimamanda Ngozi Adichie', 'Alexis Okeowo', 'Yvonne Adhiambo Owuor', 'Johary Ravaloson', 'Felwine Sarr', 'Taiye Selasi', 'Sami Tchak', 'Binyavanga Wainaina']","[{'type': 'ISBN_13', 'identifier': '9788858843413'}, {'type': 'ISBN_10', 'identifier': '885884341X'}]"
1147,Nobili A.,Vecchia Vetto,,['Athos Nobili'],"[{'type': 'OTHER', 'identifier': 'OCLC:955963195'}]"
1148,Nobili A.,Viaggio nell'Appennino Reggiano,,"['Lazzaro Spallanzani', 'Pericle Di Pietro']","[{'type': 'OTHER', 'identifier': 'UVA:X001596509'}]"
1149,Pagliani G.,Notizie storiche civili e religiose di Arceto,,['Giuseppe Pagliani'],"[{'type': 'OTHER', 'identifier': 'OCLC:794030783'}]"
1150,Palazzi G. P.,"Montebabbio, le radici riscoperte",,,"[{'type': 'OTHER', 'identifier': 'OCLC:930411770'}]"
1151,Palloni D.,La fortificazione tra il X e il XII secolo,,,"[{'type': 'ISBN_13', 'identifier': '9788878145856'}, {'type': 'ISBN_10', 'identifier': '8878145858'}]"
1152,Raddolo E.,Guida ai castelli d'Italia,,['Enrica Roddolo'],"[{'type': 'OTHER', 'identifier': 'UCSC:32106012537434'}]"
1153,Rombaldi O.,La corte di Toano a metà del Quattrocento,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1154,Rombaldi O.,Potere e organizzazione di Quattro Castella,,['Andrea Gamberini'],"[{'type': 'ISBN_13', 'identifier': '9788883349799'}, {'type': 'ISBN_10', 'identifier': '8883349792'}]"
1155,Rossi M.,Gli assedi della rocca di Canossa del X e del XIII secolo,,"['Francesca Sogliani', 'Brunella Gargiulo', 'Ester Annunziata', 'Valentino Vitale']","[{'type': 'ISBN_13', 'identifier': '9788878148680'}, {'type': 'ISBN_10', 'identifier': '8878148687'}]"
1156,"Rotelli E., Piacentini R.",Storia di Sassuolo. Dalle origini alla fine della Signoria Pio,,"['Elena Rotelli', 'Rosanna Piacentini']","[{'type': 'ISBN_10', 'identifier': '8889080094'}, {'type': 'ISBN_13', 'identifier': '9788889080092'}]"
1157,Saccani G.,Delle antiche chiese reggiane,,['Giovanni Saccani'],"[{'type': 'OTHER', 'identifier': 'LCCN:77456971'}]"
1158,Sercambi G.,Il Novelliere,,"['Pier Alessandro Paravia', 'Giuseppe Sacchi', 'Carlo Ravizza', 'Tommaso Valluari', 'Pietro Giuria']","[{'type': 'OTHER', 'identifier': 'UIUC:30112067552494'}]"
1159,Settia A. A.,Castelli e villaggi nelle terre canossiane fra X e XIII secolo,,['Andrea Fiorini'],"[{'type': 'ISBN_13', 'identifier': '9788878149496'}, {'type': 'ISBN_10', 'identifier': '8878149497'}]"
1160,Settia A. A.,Proteggere e dominare,,['Aldo A. Settia'],"[{'type': 'ISBN_13', 'identifier': '9788883346071'}, {'type': 'ISBN_10', 'identifier': '8883346076'}]"
1161,Severi M.,La rocca Grande di San Martino in Rio,,,"[{'type': 'OTHER', 'identifier': 'OCLC:908539658'}]"
1162,Severi M.,Recupero della Rocca estense di San Martino in Rio,,"['Luisa Masetti Bitelli', 'Marta Cuoghi Costantini']","[{'type': 'OTHER', 'identifier': 'UVA:X006090750'}]"
1163,Spaggiari A.,Dall'età romana all'unità d'Italia: momenti di storia,,['Antonio Mambelli'],"[{'type': 'ISBN_10', 'identifier': '8884981050'}, {'type': 'ISBN_13', 'identifier': '9788884981059'}]"
1164,Spaggiari A.,Un itinerario fra i luoghi e la gente della pianura,,['Luigi Fiorani'],"[{'type': 'ISBN_10', 'identifier': '888265091X'}, {'type': 'ISBN_13', 'identifier': '9788882650919'}]"
1165,Tedeschi A.,I castelli matildici nel territorio di Quattro Castella,,['Nicola Mancassola'],"[{'type': 'ISBN_13', 'identifier': '9788878149434'}, {'type': 'ISBN_10', 'identifier': '8878149438'}]"
1166,Tincani A.,Castel Pizigolo in Val Dolo,,['Nicola Mancassola'],"[{'type': 'ISBN_13', 'identifier': '9788892850811'}, {'type': 'ISBN_10', 'identifier': '8892850814'}]"
1167,"Tincani A., Schenetti M.",Verabolo e Carpineti,,,"[{'type': 'OTHER', 'identifier': 'OCLC:930394805'}]"
1168,Tincani A.,Il monastero di San Tommaso di Reggio,,['Arnaldo Tincani'],"[{'type': 'OTHER', 'identifier': 'UOM:39015062461028'}]"
1169,Tincani A.,"Mandra, storia del castello e del santuario",,['Arnaldo Tincani'],"[{'type': 'OTHER', 'identifier': 'OCLC:886464535'}]"
1170,Tiraboschi G.,Codice Diplomatico. I,,['Giuseppe Del Giudice'],"[{'type': 'OTHER', 'identifier': 'OCLC:631256534'}]"
1171,Tiraboschi G.,Codice Diplomatico. II,,,"[{'type': 'OTHER', 'identifier': 'OCLC:631256534'}]"
1172,Tiraboschi G.,Codice Diplomatico. III,,['Federick III (King of Sicily)'],"[{'type': 'OTHER', 'identifier': 'CORNELL:31924005798263'}]"
1173,Tiraboschi G.,Codice Diplomatico. IV,,,"[{'type': 'OTHER', 'identifier': 'IBNF:CF005692291'}]"
1174,Tiraboschi G.,Codice Diplomatico. V,,['conte Carlo Troya'],"[{'type': 'OTHER', 'identifier': 'OCLC:829423123'}]"
1175,Torelli P.,Le carte degli archivi reggiani fino al 1050,,"['Pietro Torelli', 'Sigg. Anna K. Casotti']","[{'type': 'OTHER', 'identifier': 'OCLC:1258982667'}]"
1176,"Torelli P.,  Gatta F. S.",Le carte degli archivi reggiani. 1051-1060,,"[""nell' Emilia REGGIO""]","[{'type': 'OTHER', 'identifier': 'OCLC:793670014'}]"
1177,Venturi G.,Storia di Scandiano,,['Giovanni Battista Venturi'],"[{'type': 'OTHER', 'identifier': 'IBNN:BNVA1001535455'}]"
1178,Violi A.,La pieve di Bibbiano. Storia e arte,,['R. Deputazione di storia patria per le provincie modenesi'],"[{'type': 'OTHER', 'identifier': 'UCAL:B3482991'}]"
1179,Zagni A.,Storia di Brugneto,,['Aldo Zagni'],"[{'type': 'OTHER', 'identifier': 'LCCN:87102203'}]"
1180,Zilocchi L.,Il castello conteso e perduto,,['Elena Agazzi'],"[{'type': 'ISBN_10', 'identifier': '8816405120'}, {'type': 'ISBN_13', 'identifier': '9788816405127'}]"
1181,Gatta F. S.,Liber Grossus 1 Antiquus Comunis Regii. Liber Pax Constantiae. I,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1182,"Torelli P.,Gatta F.S.,Cencetti",Le carte degli archivi reggiani. 1061-1066,,"['Gino Badini', 'Andrea Gamberini']","[{'type': 'ISBN_10', 'identifier': '8846486765'}, {'type': 'ISBN_13', 'identifier': '9788846486769'}]"
1183,,Chronicon Placentinum ab anno MCCLXXXIX ad annum MCCCXXII,,,"[{'type': 'OTHER', 'identifier': 'RMS:RMSSSPAL000007954$$$U'}]"
1184,Tonini L.,Storia di Rimini. I/II,,['Luigi Tonini'],"[{'type': 'OTHER', 'identifier': 'CHI:21697387'}]"
1185,Tiraboschi G.,Dizionario topografico storico degli Stati Estensi. II,,['Girolamo Tiraboschi'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z156357906'}]"
1186,Baricchi W.,Le mura di Reggio Emilia - L'età contemporanea,,['Stefano Levati'],"[{'type': 'ISBN_13', 'identifier': '9791254696118'}]"
1187,Gamberini A.,"Reggio e le sue mura in età comunale e principesca. Strutture materiali, funzione difensiva e valenze giusisdizionali e simboliche",,"['Gino Badini', 'Walter Baricchi', 'Attilio Marchesini', 'Convento di San Domenico (Reggio Emilia, Italy)']","[{'type': 'OTHER', 'identifier': 'OCLC:315786721'}]"
1188,Gelichi S. - Curina R.,Le mura inesistenti? Il perimetro urbano della città di Reggio Emilia dall'antichità all'alto medioevo.,,['Arturo Calzona'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105121493162'}]"
1189,Bianchini M.,"Urbs e civitas. Per la  storia di un'identità: le forme urbane, i modi della convivenza, i valori, la ricchezza.",,['Ilaria Boniburini'],"[{'type': 'ISBN_10', 'identifier': '8860554160'}, {'type': 'ISBN_13', 'identifier': '9788860554161'}]"
1190,Archivio di Stato di Reggio E.,"Comune,Consigli, Provvigioni del Consiglio generale del popolo.",,['Massimo Sbarbaro'],"[{'type': 'ISBN_13', 'identifier': '9788884981806'}, {'type': 'ISBN_10', 'identifier': '8884981808'}]"
